experiment,run_id,mode,mode_label,latency_ms,drop_rate,offline_rate,task_id,scenario_id,device,command,reason,priority,created_at,first_dispatch_at,completed_at,failed_at,status,attempts,queue_wait_ms,response_ms
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,19.0,19.0,19.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.0,23.0,23.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,69.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,103.0,104.0,104.05,,success,1,1000.0,1050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,103.0,103.0,103.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.0,107.0,107.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.0,123.0,123.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,13,,ac,on,hot-with-motion,3,127.0,127.0,127.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,14,,light,off,ambient-bright,3,127.0,128.0,128.05,,success,1,1000.0,1050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,15,,ac,off,no-motion-timeout,2,142.0,142.0,142.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,144.0,145.0,145.05,,success,1,1000.0,1050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,144.0,144.0,144.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,18,,ac,on,hot-with-motion,3,149.0,150.0,150.05,,success,1,1000.0,1050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.0,149.0,151.05,,success,2,0.0,2050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.0,172.0,172.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,22,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,24,alarm_05,alarm,off,occupancy-confirmed,2,191.0,191.0,191.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,25,,light,off,ambient-bright,3,210.0,210.0,210.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,228.0,229.0,233.05,,success,3,1000.0,5050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,228.0,228.0,228.05,,success,1,0.0,50.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,28,,ac,on,hot-with-motion,3,233.0,235.0,235.05,,success,1,2000.0,2050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,233.0,234.0,234.05,,success,1,1000.0,1050.0
latency_response,1,fault_tolerant,容错 Agent,0,0.05,0.02,30,,light,off,ambient-bright,3,243.0,243.0,243.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.0,18.0,18.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.0,23.0,23.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,69.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.0,103.0,103.05,,success,1,1000.0,1050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.0,102.0,102.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,108.0,108.0,112.05,,success,3,0.0,4050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.0,123.0,123.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,13,,ac,on,hot-with-motion,3,127.0,127.0,127.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,14,,light,off,ambient-bright,3,127.0,128.0,130.05,,success,2,1000.0,3050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,15,,ac,off,no-motion-timeout,2,142.0,142.0,142.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,145.0,146.0,146.05,,success,1,1000.0,1050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,145.0,145.0,145.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,18,,ac,on,hot-with-motion,3,149.0,150.0,150.05,,success,1,1000.0,1050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.0,149.0,149.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.0,172.0,172.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,22,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,24,alarm_05,alarm,off,occupancy-confirmed,2,191.0,191.0,193.05,,success,2,0.0,2050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,25,,light,off,ambient-bright,3,210.0,210.0,210.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,228.0,229.0,229.05,,success,1,1000.0,1050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,228.0,228.0,228.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,28,,ac,on,hot-with-motion,3,233.0,234.0,234.05,,success,1,1000.0,1050.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,233.0,233.0,233.05,,success,1,0.0,50.0
latency_response,2,fault_tolerant,容错 Agent,0,0.05,0.02,30,,light,off,ambient-bright,3,243.0,243.0,243.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,19.0,19.0,19.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,24.0,24.0,24.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,71.05,,success,2,0.0,2050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.0,103.0,103.05,,success,1,1000.0,1050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.0,102.0,102.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.0,107.0,107.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.0,123.0,123.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,13,,ac,on,hot-with-motion,3,127.0,127.0,129.05,,success,2,0.0,2050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,14,,light,off,ambient-bright,3,127.0,128.0,130.05,,success,2,1000.0,3050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,15,,ac,off,no-motion-timeout,2,142.0,142.0,142.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,144.0,145.0,145.05,,success,1,1000.0,1050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,144.0,144.0,144.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,18,,ac,on,hot-with-motion,3,149.0,150.0,150.05,,success,1,1000.0,1050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.0,149.0,149.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.0,172.0,172.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,22,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,24,alarm_05,alarm,off,occupancy-confirmed,2,191.0,191.0,191.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,25,,light,off,ambient-bright,3,210.0,210.0,210.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,229.0,230.0,230.05,,success,1,1000.0,1050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,229.0,229.0,229.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,28,,ac,on,hot-with-motion,3,233.0,234.0,234.05,,success,1,1000.0,1050.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,233.0,233.0,233.05,,success,1,0.0,50.0
latency_response,3,fault_tolerant,容错 Agent,0,0.05,0.02,30,,light,off,ambient-bright,3,243.0,243.0,243.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.0,18.0,18.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.0,23.0,23.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,69.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.0,103.0,103.05,,success,1,1000.0,1050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.0,102.0,102.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.0,107.0,107.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.0,124.0,126.05,,success,2,1000.0,3050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,13,alarm_03,alarm,on,night-door-anomaly,1,123.0,123.0,123.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,14,,ac,on,hot-with-motion,3,127.0,128.0,128.05,,success,1,1000.0,1050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,15,alarm_03,alarm,off,occupancy-confirmed,2,127.0,127.0,127.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,16,,light,off,ambient-bright,3,127.0,129.0,129.05,,success,1,2000.0,2050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,17,,ac,off,no-motion-timeout,2,142.0,142.0,142.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,18,alarm_04,light,on,door-open-dark,2,144.0,145.0,145.05,,success,1,1000.0,1050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,on,night-door-anomaly,1,144.0,144.0,144.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,on,hot-with-motion,3,149.0,149.0,153.05,,success,3,0.0,4050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,off,occupancy-confirmed,2,150.0,150.0,150.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,22,,ac,off,no-motion-timeout,2,172.0,172.0,172.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,24,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,25,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,26,alarm_05,alarm,off,occupancy-confirmed,2,191.0,191.0,191.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,27,,light,off,ambient-bright,3,210.0,210.0,210.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,28,alarm_06,light,on,door-open-dark,2,228.0,229.0,229.05,,success,1,1000.0,1050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,29,alarm_06,alarm,on,night-door-anomaly,1,228.0,228.0,228.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,30,,ac,on,hot-with-motion,3,233.0,234.0,234.05,,success,1,1000.0,1050.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,31,alarm_06,alarm,off,occupancy-confirmed,2,233.0,233.0,233.05,,success,1,0.0,50.0
latency_response,4,fault_tolerant,容错 Agent,0,0.05,0.02,32,,light,off,ambient-bright,3,243.0,243.0,243.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.0,18.0,18.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.0,23.0,23.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,71.05,,success,2,0.0,2050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,103.0,104.0,104.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,103.0,103.0,103.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.0,107.0,107.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,124.0,124.0,124.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,13,,ac,on,hot-with-motion,3,127.0,127.0,127.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,14,,light,off,ambient-bright,3,127.0,128.0,128.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,15,,ac,off,no-motion-timeout,2,141.0,141.0,141.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,144.0,145.0,145.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,144.0,144.0,144.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,18,,ac,on,hot-with-motion,3,149.0,150.0,150.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.0,149.0,149.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.0,172.0,172.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,22,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,24,alarm_05,alarm,off,occupancy-confirmed,2,191.0,191.0,191.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,25,,light,off,ambient-bright,3,210.0,210.0,210.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,228.0,229.0,229.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,228.0,228.0,228.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,28,,ac,on,hot-with-motion,3,233.0,234.0,234.05,,success,1,1000.0,1050.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,233.0,233.0,233.05,,success,1,0.0,50.0
latency_response,5,fault_tolerant,容错 Agent,0,0.05,0.02,30,,light,off,ambient-bright,3,243.0,243.0,245.05,,success,2,0.0,2050.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,1,,light,on,door-open-dark,2,7.0,7.0,7.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.0,18.0,18.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.0,23.0,23.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.0,46.0,46.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0,60.0,60.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0,69.0,69.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,7,,light,off,ambient-bright,3,73.0,73.0,73.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,103.0,104.0,104.05,,success,1,1000.0,1050.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,103.0,103.0,103.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.0,107.0,107.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,11,,light,off,ambient-bright,3,115.0,115.0,115.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.0,123.0,123.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,13,,ac,on,hot-with-motion,3,127.0,127.0,127.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,14,,light,off,ambient-bright,3,127.0,128.0,128.05,,success,1,1000.0,1050.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,15,,ac,off,no-motion-timeout,2,142.0,142.0,142.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,144.0,145.0,145.05,,success,1,1000.0,1050.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,144.0,144.0,144.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,18,,ac,on,hot-with-motion,3,149.0,150.0,150.05,,success,1,1000.0,1050.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.0,149.0,149.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,20,,ac,off,no-motion-timeout,2,171.0,171.0,171.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.0,181.0,181.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,22,alarm_04,alarm,off,occupancy-confirmed,2,185.0,185.0,185.05,,success,1,0.0,50.0
latency_response,6,fault_tolerant,容错 Agent,0,0.05,0.02,23,alarm_05,alarm,on,night-door-anomaly,1,186.0,186.0,186.05,,success,1,0.0,50.0
