experiment,run_id,mode,mode_label,latency_ms,drop_rate,offline_rate,task_id,scenario_id,device,command,reason,priority,created_at,first_dispatch_at,completed_at,failed_at,status,attempts,queue_wait_ms,response_ms
latency_response,26,fault_tolerant,容错 Agent,500,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,228.246,230.0,230.3205,,success,1,1753.99,2074.52
latency_response,26,fault_tolerant,容错 Agent,500,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,228.246,229.0,229.5373,,success,1,753.99,1291.27
latency_response,26,fault_tolerant,容错 Agent,500,0.05,0.02,28,,ac,on,hot-with-motion,3,233.2401,234.0,234.4115,,success,1,759.85,1171.32
latency_response,26,fault_tolerant,容错 Agent,500,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,234.342,235.0,238.4544,,success,2,658.04,4112.46
latency_response,26,fault_tolerant,容错 Agent,500,0.05,0.02,30,,light,off,ambient-bright,3,243.3011,244.0,247.6165,,success,2,698.88,4315.37
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.4327,8.0,8.4774,,success,1,567.3,1044.7
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.0922,19.0,19.9362,,success,1,907.78,1843.94
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.1223,24.0,24.6581,,success,1,877.74,1535.85
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,47.0,47.0,50.4968,,success,2,0.0,3496.82
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.3087,61.0,61.528,,success,1,691.26,1219.22
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.4878,70.0,70.4012,,success,1,512.24,913.42
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.102,74.0,74.6116,,success,1,897.99,1509.54
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.188,104.0,104.9682,,success,1,1812.04,2780.2
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.306,103.0,103.3713,,success,1,693.96,1065.31
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.2809,108.0,108.6034,,success,1,719.05,1322.42
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.3894,116.0,116.4408,,success,1,610.62,1051.46
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,124.0082,125.0,125.4377,,success,1,991.77,1429.44
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,13,,ac,on,hot-with-motion,3,127.1036,129.0,129.6774,,success,1,1896.43,2573.79
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,14,alarm_03,alarm,on,night-door-anomaly,0,127.1424,128.0,131.7273,,success,2,857.55,4584.81
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,15,,light,off,ambient-bright,3,127.2242,130.0,130.5551,,success,1,2775.78,3330.91
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,16,,ac,off,no-motion-timeout,2,142.2972,143.0,143.4906,,success,1,702.78,1193.37
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,17,alarm_04,light,on,door-open-dark,2,144.3072,145.0,145.6386,,success,1,692.8,1331.39
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,18,,ac,on,hot-with-motion,3,149.162,151.0,151.8614,,success,1,1838.04,2699.41
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.4841,150.0,150.2682,,success,1,515.86,784.03
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,20,,ac,off,no-motion-timeout,2,173.0,173.0,173.3663,,success,1,0.0,366.29
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,21,alarm_05,alarm,on,night-door-anomaly,1,186.3819,187.0,187.658,,success,1,618.1,1276.13
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,22,alarm_05,alarm,off,occupancy-confirmed,2,191.2907,192.0,192.4486,,success,1,709.31,1157.92
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,23,,light,off,ambient-bright,3,210.1044,211.0,211.4086,,success,1,895.56,1304.15
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,24,alarm_06,light,on,door-open-dark,2,228.2332,230.0,230.2601,,success,1,1766.83,2026.9
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,25,alarm_06,alarm,on,night-door-anomaly,1,228.2332,229.0,229.5367,,success,1,766.83,1303.57
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,26,,ac,on,hot-with-motion,3,233.0267,235.0,235.5585,,success,1,1973.31,2531.76
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,27,alarm_06,alarm,off,occupancy-confirmed,2,233.1285,234.0,234.0816,,success,1,871.53,953.14
latency_response,27,fault_tolerant,容错 Agent,500,0.05,0.02,28,,light,off,ambient-bright,3,244.2988,245.0,245.3531,,success,1,701.2,1054.28
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.0289,8.0,8.8759,,success,1,971.11,1847.01
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.3967,19.0,19.5349,,success,1,603.29,1138.21
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.2235,24.0,24.2248,,success,1,776.49,1001.25
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,47.0,47.0,47.4511,,success,1,0.0,451.06
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.0285,61.0,61.4294,,success,1,971.49,1400.89
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.0057,70.0,70.5572,,success,1,994.32,1551.55
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.3066,74.0,74.3315,,success,1,693.41,1024.89
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.4244,104.0,104.3699,,success,1,1575.65,1945.59
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.4682,103.0,103.1126,,success,1,531.75,644.34
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.3009,108.0,108.64,,success,1,699.12,1339.13
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.35,116.0,116.3954,,success,1,650.0,1045.41
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.4918,124.0,127.8691,,success,2,508.17,4377.24
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,13,alarm_03,alarm,on,night-door-anomaly,1,127.1438,128.0,128.8661,,success,1,856.18,1722.32
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,14,,light,off,ambient-bright,3,128.0,129.0,129.6745,,success,1,1000.0,1674.49
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,15,alarm_04,light,on,door-open-dark,2,144.0239,145.0,145.5478,,success,1,976.12,1523.88
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,16,alarm_04,alarm,off,occupancy-confirmed,2,149.215,150.0,150.3935,,success,1,784.97,1178.44
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,17,,ac,on,hot-with-motion,3,149.4868,151.0,154.2133,,success,2,1513.16,4726.5
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,18,,ac,off,no-motion-timeout,2,172.4978,173.0,173.4952,,success,1,502.24,997.4
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,on,night-door-anomaly,1,181.4021,182.0,182.4895,,success,1,597.95,1087.42
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,20,alarm_04,alarm,off,occupancy-confirmed,2,185.0928,186.0,186.6566,,success,1,907.16,1563.77
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,21,alarm_05,alarm,on,night-door-anomaly,1,187.0,187.0,187.6223,,success,1,0.0,622.27
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,22,alarm_05,alarm,off,occupancy-confirmed,2,191.2093,192.0,192.8836,,success,1,790.74,1674.34
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,23,,light,off,ambient-bright,3,210.077,211.0,211.3549,,success,1,923.02,1277.92
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,24,alarm_06,light,on,door-open-dark,2,228.1931,230.0,230.2769,,success,1,1806.93,2083.83
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,25,alarm_06,alarm,on,night-door-anomaly,1,228.1931,229.0,229.5186,,success,1,806.93,1325.51
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,26,alarm_06,alarm,off,occupancy-confirmed,2,233.3245,234.0,234.7152,,success,1,675.51,1390.73
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,27,,ac,on,hot-with-motion,3,233.4695,235.0,235.5019,,success,1,1530.46,2032.34
latency_response,28,fault_tolerant,容错 Agent,500,0.05,0.02,28,,light,off,ambient-bright,3,243.4785,244.0,244.4495,,success,1,521.49,970.94
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.4433,8.0,8.6789,,success,1,556.7,1235.6
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.332,19.0,19.45,,success,1,668.04,1118.03
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.2249,24.0,24.4503,,success,1,775.15,1225.41
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.3684,47.0,47.59,,success,1,631.61,1221.65
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.4278,61.0,61.3377,,success,1,572.22,909.95
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.1173,70.0,70.4743,,success,1,882.73,1357.05
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.0377,74.0,74.4189,,success,1,962.31,1381.23
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.4388,104.0,104.5699,,success,1,1561.22,2131.09
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.4388,103.0,103.8298,,success,1,561.22,1391.04
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.2875,108.0,108.8133,,success,1,712.54,1525.84
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.1713,116.0,116.604,,success,1,828.68,1432.72
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.3967,124.0,124.6516,,success,1,603.33,1254.93
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,13,,light,off,ambient-bright,3,127.1013,128.0,128.9471,,success,1,898.72,1845.83
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,14,,ac,on,hot-with-motion,3,127.2658,129.0,129.2996,,success,1,1734.22,2033.85
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,15,,ac,off,no-motion-timeout,2,143.0,143.0,143.5624,,success,1,0.0,562.4
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,16,alarm_04,light,on,door-open-dark,2,144.3664,146.0,149.5035,,success,2,1633.62,5137.15
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,17,alarm_04,alarm,on,night-door-anomaly,1,144.3664,145.0,145.3863,,success,1,633.62,1019.97
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,18,,ac,on,hot-with-motion,3,149.2876,151.0,151.652,,success,1,1712.37,2364.41
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.4344,150.0,150.596,,success,1,565.6,1161.58
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.3592,173.0,173.3625,,success,1,640.8,1003.34
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,21,alarm_05,alarm,on,night-door-anomaly,1,186.3441,187.0,187.4837,,success,1,655.87,1139.61
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,22,alarm_05,alarm,off,occupancy-confirmed,2,191.198,192.0,192.5795,,success,1,802.0,1381.48
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,23,,light,off,ambient-bright,3,210.4734,211.0,211.4429,,success,1,526.6,969.53
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,24,alarm_06,light,on,door-open-dark,2,228.4283,230.0,230.5219,,success,1,1571.66,2093.55
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,25,alarm_06,alarm,on,night-door-anomaly,1,228.4283,229.0,229.5796,,success,1,571.66,1151.24
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,26,alarm_06,alarm,off,occupancy-confirmed,2,233.1256,234.0,234.4725,,success,1,874.41,1346.96
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,27,,ac,on,hot-with-motion,3,233.1317,235.0,235.4191,,success,1,1868.34,2287.41
latency_response,29,fault_tolerant,容错 Agent,500,0.05,0.02,28,,light,off,ambient-bright,3,244.4246,245.0,245.7225,,success,1,575.36,1297.85
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.0027,8.0,8.3218,,success,1,997.32,1319.13
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,0,18.3433,19.0,22.5146,,success,2,656.75,4171.36
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.4112,24.0,24.7797,,success,1,588.76,1368.44
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,47.0,47.0,47.3284,,success,1,0.0,328.41
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.4974,61.0,61.6825,,success,1,502.58,1185.11
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,70.489,71.0,71.4174,,success,1,510.97,928.36
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.4831,74.0,77.4468,,success,2,516.92,3963.69
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.4884,104.0,104.8484,,success,1,1511.62,2360.0
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.4884,103.0,103.6258,,success,1,511.62,1137.44
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.406,108.0,108.4933,,success,1,594.01,1087.32
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.4863,116.0,116.4594,,success,1,513.68,973.09
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,124.4323,125.0,125.8898,,success,1,567.67,1457.46
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,13,alarm_03,alarm,on,night-door-anomaly,1,127.2611,128.0,128.9461,,success,1,738.86,1684.97
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,14,,light,off,ambient-bright,3,127.4294,129.0,129.6226,,success,1,1570.58,2193.23
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,15,alarm_04,light,on,door-open-dark,2,144.2712,145.0,145.6516,,success,1,728.83,1380.4
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,16,,ac,on,hot-with-motion,3,149.4423,151.0,151.3674,,success,1,1557.69,1925.08
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,17,alarm_04,alarm,off,occupancy-confirmed,2,149.4423,150.0,150.4111,,success,1,557.69,968.75
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,18,,ac,off,no-motion-timeout,2,172.4623,173.0,173.584,,success,1,537.75,1121.71
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,on,night-door-anomaly,1,181.201,182.0,182.4631,,success,1,799.02,1262.11
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,20,alarm_04,alarm,off,occupancy-confirmed,2,185.1422,186.0,186.6658,,success,1,857.78,1523.61
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,21,alarm_05,alarm,on,night-door-anomaly,1,187.0,187.0,187.5634,,success,1,0.0,563.38
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,22,alarm_05,alarm,off,occupancy-confirmed,2,191.3117,192.0,195.6504,,success,2,688.3,4338.74
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,23,,light,off,ambient-bright,3,210.313,211.0,211.3875,,success,1,686.97,1074.47
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,24,alarm_06,light,on,door-open-dark,2,228.2355,230.0,230.1624,,success,1,1764.49,1926.85
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,25,alarm_06,alarm,on,night-door-anomaly,1,228.2355,229.0,229.7418,,success,1,764.49,1506.28
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,26,,ac,on,hot-with-motion,3,233.1036,235.0,235.3863,,success,1,1896.38,2282.7
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,27,alarm_06,alarm,off,occupancy-confirmed,2,233.1142,234.0,237.4189,,success,2,885.75,4304.66
latency_response,30,fault_tolerant,容错 Agent,500,0.05,0.02,28,,light,off,ambient-bright,3,243.047,244.0,244.5894,,success,1,952.98,1542.38
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.1942,8.0,8.6405,,success,1,805.83,1446.3
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.3449,19.0,19.5553,,success,1,655.12,1210.4
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,23.1851,24.0,24.3989,,success,1,814.91,1213.79
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.4597,47.0,50.3908,,success,2,540.31,3931.12
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.2992,61.0,61.4606,,success,1,700.83,1161.43
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.3944,70.0,70.4497,,success,1,605.57,1055.22
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.2342,74.0,74.4197,,success,1,765.83,1185.51
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.4553,104.0,104.4781,,success,1,1544.71,2022.79
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.4553,103.0,103.6338,,success,1,544.71,1178.51
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.3536,108.0,108.7702,,success,1,646.43,1416.58
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.1847,116.0,116.4162,,success,1,815.28,1231.5
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.428,125.0,125.4595,,success,1,1572.03,2031.57
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,13,alarm_03,alarm,on,night-door-anomaly,1,123.428,124.0,124.2258,,success,1,572.03,797.8
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,14,alarm_03,alarm,off,occupancy-confirmed,2,127.0569,128.0,128.4996,,success,1,943.1,1442.71
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,15,,ac,on,hot-with-motion,3,127.3512,129.0,129.7312,,success,1,1648.76,2379.95
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,16,,light,off,ambient-bright,3,128.275,130.0,130.5855,,success,1,1724.99,2310.52
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,17,,ac,off,no-motion-timeout,2,142.1153,143.0,143.4972,,success,1,884.67,1381.89
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,18,alarm_04,light,on,door-open-dark,2,144.3612,146.0,146.4571,,success,1,1638.77,2095.89
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,on,night-door-anomaly,1,144.3612,145.0,145.5297,,success,1,638.77,1168.48
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,20,alarm_04,alarm,off,occupancy-confirmed,2,149.113,150.0,150.102,,success,1,887.03,989.07
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,21,,ac,on,hot-with-motion,3,149.345,151.0,151.6587,,success,1,1655.01,2313.68
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,22,,ac,off,no-motion-timeout,2,172.2891,173.0,173.4304,,success,1,710.87,1141.25
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,23,alarm_04,alarm,on,night-door-anomaly,1,181.3951,182.0,182.4842,,success,1,604.95,1089.13
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,24,alarm_05,alarm,off,occupancy-confirmed,2,191.1955,192.0,192.5621,,success,1,804.53,1366.59
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,25,,light,off,ambient-bright,3,210.4991,211.0,211.7973,,success,1,500.88,1298.17
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,26,alarm_06,light,on,door-open-dark,2,228.3147,230.0,230.5763,,success,1,1685.32,2261.63
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,27,alarm_06,alarm,on,night-door-anomaly,1,228.3147,229.0,229.5872,,success,1,685.32,1272.55
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,28,,ac,on,hot-with-motion,3,233.2908,235.0,235.5335,,success,1,1709.22,2242.69
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,29,alarm_06,alarm,off,occupancy-confirmed,2,233.2908,234.0,234.5684,,success,1,709.22,1277.62
latency_response,31,fault_tolerant,容错 Agent,500,0.05,0.02,30,,light,off,ambient-bright,3,243.1403,244.0,244.5957,,success,1,859.68,1455.35
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,1,,light,on,door-open-dark,2,7.188,8.0,8.1084,,success,1,812.0,920.36
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,2,alarm_01,alarm,on,night-door-anomaly,1,18.253,19.0,19.3509,,success,1,746.98,1097.88
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,3,alarm_01,alarm,off,occupancy-confirmed,2,24.2937,25.0,25.5377,,success,1,706.32,1243.99
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,4,,ac,off,no-motion-timeout,2,46.2476,47.0,47.2661,,success,1,752.38,1018.49
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,5,alarm_02,alarm,on,night-door-anomaly,1,60.4341,61.0,61.7383,,success,1,565.93,1304.22
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,6,alarm_02,alarm,off,occupancy-confirmed,2,69.1353,70.0,70.5274,,success,1,864.67,1392.05
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,7,,light,off,ambient-bright,3,73.177,74.0,74.4823,,success,1,822.98,1305.24
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,8,alarm_03,light,on,door-open-dark,2,102.3529,104.0,104.6006,,success,1,1647.08,2247.65
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,9,alarm_03,alarm,on,night-door-anomaly,1,102.466,103.0,103.31,,success,1,534.01,844.03
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,10,alarm_03,alarm,off,occupancy-confirmed,2,107.4738,108.0,108.3246,,success,1,526.16,850.76
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,11,,light,off,ambient-bright,3,115.3254,116.0,116.8034,,success,1,674.63,1478.07
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,12,alarm_03,light,on,door-open-dark,2,123.2787,125.0,128.1826,,success,2,1721.33,4903.92
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,13,alarm_03,alarm,on,night-door-anomaly,0,123.2787,124.0,127.6909,,success,2,721.33,4412.27
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,14,,ac,on,hot-with-motion,3,127.1369,129.0,129.8552,,success,1,1863.14,2718.35
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,15,,light,off,ambient-bright,3,129.0,130.0,130.6459,,success,1,1000.0,1645.95
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,16,,ac,off,no-motion-timeout,2,142.2454,143.0,143.6948,,success,1,754.56,1449.36
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,17,alarm_04,light,on,door-open-dark,2,144.3671,145.0,145.6671,,success,1,632.9,1299.96
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,18,,ac,on,hot-with-motion,3,149.4156,151.0,151.6919,,success,1,1584.42,2276.35
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,19,alarm_04,alarm,off,occupancy-confirmed,2,149.4156,150.0,150.5502,,success,1,584.42,1134.63
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,20,,ac,off,no-motion-timeout,2,172.1931,173.0,173.6909,,success,1,806.85,1497.71
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,21,alarm_04,alarm,on,night-door-anomaly,1,181.2098,182.0,182.5243,,success,1,790.22,1314.48
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,22,alarm_05,alarm,off,occupancy-confirmed,2,191.4259,192.0,192.9557,,success,1,574.08,1529.79
latency_response,32,fault_tolerant,容错 Agent,500,0.05,0.02,23,,light,off,ambient-bright,3,210.3584,211.0,211.1743,,success,1,641.58,815.88
