run_id,experiment,mode,latency_ms,drop_rate,offline_rate,scenario_id,start_at,end_at
59,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_01,18.0,23.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_02,60.0,65.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_03,102.0,107.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_04,144.0,149.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_05,186.0,191.0
60,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_01,18.0,23.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_02,60.0,65.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_03,102.0,107.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_04,144.0,149.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_05,186.0,191.0
61,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_01,18.0,23.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_02,60.0,65.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_03,102.0,107.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_04,144.0,149.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_05,186.0,191.0
62,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_01,18.0,23.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_02,60.0,65.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_03,102.0,107.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_04,144.0,149.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_05,186.0,191.0
63,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_01,18.0,23.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_02,60.0,65.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_03,102.0,107.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_04,144.0,149.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_05,186.0,191.0
64,drop_success,fault_tolerant,200,0.1,0.02,alarm_06,228.0,233.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
65,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
66,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
67,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
68,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
69,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
70,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
71,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_01,18.0,23.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_02,60.0,65.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_03,102.0,107.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_04,144.0,149.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_05,186.0,191.0
72,drop_success,fault_tolerant,200,0.2,0.02,alarm_06,228.0,233.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
73,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
74,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
75,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
76,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
77,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
78,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
79,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_01,18.0,23.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_02,60.0,65.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_03,102.0,107.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_04,144.0,149.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_05,186.0,191.0
80,drop_success,fault_tolerant,200,0.3,0.02,alarm_06,228.0,233.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
81,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
82,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
83,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
84,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
85,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
86,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
87,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_01,18.0,23.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_02,60.0,65.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_03,102.0,107.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_04,144.0,149.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_05,186.0,191.0
88,drop_success,fault_tolerant,200,0.4,0.02,alarm_06,228.0,233.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
89,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
90,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
91,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
92,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
93,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
94,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
95,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
96,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
97,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_01,18.0,23.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_02,60.0,65.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_03,102.0,107.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_04,144.0,149.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_05,186.0,191.0
98,mode_comparison,fifo_rule,300,0.15,0.08,alarm_06,228.0,233.0
99,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
99,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
99,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
99,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
99,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
99,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
100,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
100,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
100,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
100,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
100,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
100,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
101,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
101,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
101,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
101,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
101,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
101,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
102,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
102,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
102,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
102,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
102,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
102,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
103,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
103,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
103,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
103,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
103,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
103,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
104,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
104,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
104,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
104,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
104,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
104,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
105,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
105,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
105,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
105,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
105,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
105,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
106,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
106,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
106,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
106,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
106,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
106,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
107,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
107,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
107,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
107,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
107,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
107,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
108,mode_comparison,priority,300,0.15,0.08,alarm_01,18.0,23.0
108,mode_comparison,priority,300,0.15,0.08,alarm_02,60.0,65.0
108,mode_comparison,priority,300,0.15,0.08,alarm_03,102.0,107.0
108,mode_comparison,priority,300,0.15,0.08,alarm_04,144.0,149.0
108,mode_comparison,priority,300,0.15,0.08,alarm_05,186.0,191.0
108,mode_comparison,priority,300,0.15,0.08,alarm_06,228.0,233.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
109,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
110,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
111,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
112,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
113,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
114,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
115,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
116,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
117,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_01,18.0,23.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_02,60.0,65.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_03,102.0,107.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_04,144.0,149.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_05,186.0,191.0
118,mode_comparison,fault_tolerant,300,0.15,0.08,alarm_06,228.0,233.0
119,alarm_reliability,fifo_rule,350,0.2,0.1,alarm_01,18.0,23.0
119,alarm_reliability,fifo_rule,350,0.2,0.1,alarm_02,60.0,65.0
